City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Siwana,IN,2022-10-04 23:58:56,25.6333,72.4167,80.55,50,1,5.14
294,Rocha,UY,2022-10-04 23:58:57,-34.4833,-54.3333,49.73,94,35,5.61
295,Zhangye,CN,2022-10-04 23:58:57,38.9342,100.4517,49.8,42,100,7.29
296,Pathein,MM,2022-10-04 23:58:58,16.7833,94.7333,75.16,94,100,5.35
297,Gizo,SB,2022-10-04 23:58:59,-8.103,156.8419,85.37,62,62,9.84
298,Santiago Del Estero,AR,2022-10-04 23:57:18,-27.7951,-64.2615,81.34,31,0,10.4
299,Santa Maria,BR,2022-10-04 23:54:05,-29.6842,-53.8069,58.3,63,0,2.3
300,Laguna,US,2022-10-04 23:59:00,38.421,-121.4238,91.06,35,0,6.91
301,Puerto Del Rosario,ES,2022-10-04 23:59:01,28.5004,-13.8627,74.95,64,48,8.05
302,Dwarka,IN,2022-10-04 23:59:02,22.2394,68.9678,80.83,72,20,9.35
303,Axim,GH,2022-10-04 23:59:02,4.8699,-2.2405,75.2,94,95,5.41
304,Omboue,GA,2022-10-04 23:49:06,-1.5746,9.2618,75.29,83,53,4.41
305,Xining,CN,2022-10-04 23:55:52,36.6167,101.7667,47.3,85,100,2.46
306,Bosaso,SO,2022-10-04 23:59:04,11.2842,49.1816,86.22,54,85,4.38
307,Nyurba,RU,2022-10-04 23:59:05,63.2842,118.3319,26.37,76,90,9.28
308,Sitka,US,2022-10-04 23:59:05,57.0531,-135.33,69.69,37,75,13.8
309,Touros,BR,2022-10-04 23:59:06,-5.1989,-35.4608,76.73,77,73,14.45
310,Muros,ES,2022-10-04 23:59:06,42.7762,-9.0603,54.09,94,8,3.06
311,Beringovskiy,RU,2022-10-04 23:59:07,63.05,179.3167,42.48,77,95,12.24
312,Lamesa,US,2022-10-04 23:59:07,32.7376,-101.951,76.48,36,32,8.48
313,Juegang,CN,2022-10-04 23:59:08,32.3174,121.1855,65.91,64,99,14.74
314,Chumikan,RU,2022-10-04 23:59:08,54.7183,135.315,35.08,47,98,18.03
315,El Angel,EC,2022-10-04 23:59:09,0.6167,-77.9333,49.08,89,99,1.52
316,Mayo,US,2022-10-04 23:59:10,38.8876,-76.5119,52.21,95,100,4.0
317,Mahanje,TZ,2022-10-04 23:59:10,-9.9333,35.3333,60.26,58,27,2.75
318,Alugan,PH,2022-10-04 23:59:11,12.2188,125.4808,82.96,78,78,6.98
319,Port Hedland,AU,2022-10-04 23:59:12,-20.3167,118.5667,77.05,65,2,5.75
320,Hastings,GB,2022-10-04 23:57:06,50.8552,0.5729,62.92,84,99,18.07
321,Tall Kayf,TR,2022-10-05 00:00:13,37.0833,41.0667,76.93,21,55,10.29
322,Castro,BR,2022-10-05 00:00:14,-24.7911,-50.0119,57.29,90,0,4.45
323,Mayor Pablo Lagerenza,PY,2022-10-05 00:00:15,-19.9309,-60.7718,84.88,47,83,8.72
324,Rawson,AR,2022-10-05 00:00:16,-43.3002,-65.1023,65.44,34,59,5.19
325,Manta,EC,2022-10-05 00:00:17,-0.95,-80.7333,70.29,84,91,15.14
326,Mahajanga,MG,2022-10-05 00:00:18,-15.7167,46.3167,70.93,79,3,7.34
327,Miles City,US,2022-10-05 00:00:19,46.4083,-105.8406,68.52,43,24,5.66
328,Mitsamiouli,KM,2022-10-05 00:00:21,-11.3847,43.2844,74.89,80,15,4.9
329,Gravdal,NO,2022-10-05 00:00:23,68.1214,13.5031,48.69,86,100,16.58
330,Sola,VU,2022-10-05 00:00:24,-13.8833,167.55,80.51,77,31,14.92
331,Corner Brook,CA,2022-10-04 23:59:45,48.9667,-57.9484,51.96,96,15,5.41
332,Vostok,RU,2022-10-04 23:58:46,46.4856,135.8833,31.14,52,10,9.71
333,Nurota,UZ,2022-10-05 00:00:26,40.5614,65.6886,51.42,23,0,8.01
334,Waverley,ZA,2022-10-05 00:00:27,-25.7023,28.2591,71.87,60,28,14.07
335,Port Elizabeth,ZA,2022-10-05 00:00:15,-33.918,25.5701,55.69,94,75,6.91
336,Palimbang,PH,2022-10-05 00:00:31,6.2106,124.1894,83.91,71,88,5.7
337,Nanortalik,GL,2022-10-05 00:00:31,60.1432,-45.2371,37.36,99,100,8.37
338,Lincoln,US,2022-10-04 23:54:26,40.8,-96.667,72.7,50,100,5.01
339,Umm Kaddadah,SD,2022-10-05 00:00:33,13.6017,26.6876,82.92,49,95,12.33
340,Karratha,AU,2022-10-05 00:00:34,-20.7377,116.8463,74.39,32,0,2.04
341,Alihe,CN,2022-10-05 00:00:34,50.5667,123.7167,32.59,36,46,5.44
342,Segezha,RU,2022-10-05 00:00:35,63.7415,34.3222,47.52,92,100,5.39
343,Monrovia,LR,2022-10-05 00:00:36,6.3005,-10.7969,76.93,91,83,5.53
344,Bonavista,CA,2022-10-05 00:00:37,48.6499,-53.1147,51.55,75,2,20.42
345,Kichera,RU,2022-10-05 00:00:37,55.9375,110.0997,23.16,68,39,4.25
346,Spring Valley,US,2022-10-05 00:00:38,36.108,-115.245,91.29,24,0,1.99
347,Koslan,RU,2022-10-05 00:00:39,63.4564,48.8989,46.76,99,100,5.37
348,Ancud,CL,2022-10-05 00:00:39,-41.8697,-73.8203,47.43,92,27,5.1
349,Hami,CN,2022-10-05 00:00:40,42.8,93.45,53.28,59,100,5.53
350,Puerto Escondido,MX,2022-10-05 00:00:40,15.85,-97.0667,81.37,76,25,2.55
351,Nicoya,CR,2022-10-05 00:00:41,10.1483,-85.452,77.56,86,99,2.06
352,Talnakh,RU,2022-10-05 00:00:42,69.4865,88.3972,33.21,99,100,0.65
353,Malmesbury,ZA,2022-10-05 00:00:43,-33.4608,18.7271,45.34,87,17,3.31
354,Thinadhoo,MV,2022-10-05 00:00:43,0.5333,72.9333,80.83,78,100,17.22
355,Gucheng,CN,2022-10-05 00:00:44,35.9115,111.3192,51.8,72,100,4.59
356,Puga,MX,2022-10-05 00:00:45,21.5833,-104.8167,75.27,83,75,0.0
357,Harper,LR,2022-10-05 00:00:46,4.375,-7.7169,76.28,92,83,7.52
358,Carballo,ES,2022-10-05 00:00:47,43.213,-8.691,62.02,81,16,3.96
359,Kholodnyy,RU,2022-10-05 00:00:47,62.7167,147.95,19.56,69,100,22.73
360,Bowen,AU,2022-10-05 00:00:48,-20.0167,148.2333,76.08,69,80,17.63
361,Luwuk,ID,2022-10-05 00:00:49,-0.9516,122.7875,83.8,68,85,2.06
362,Roma,US,2022-10-04 23:59:04,43.2128,-75.4557,54.95,87,100,3.87
363,Alpena,US,2022-10-04 23:57:59,45.0617,-83.4327,58.06,89,53,4.76
364,San Juan Del Sur,NI,2022-10-05 00:00:50,11.2529,-85.8705,80.71,80,97,6.51
365,Sovetskiy,RU,2022-10-05 00:00:51,61.3614,63.5842,45.77,95,66,2.42
366,Bilibino,RU,2022-10-05 00:00:51,68.0546,166.4372,23.52,71,67,4.81
367,Esperance,AU,2022-10-05 00:00:53,-33.8667,121.9,58.84,67,7,19.8
368,Kawalu,ID,2022-10-05 00:01:54,-7.3817,108.2082,73.81,90,100,0.51
369,Vanimo,PG,2022-10-05 00:01:54,-2.6741,141.3028,84.52,68,99,7.2
370,Killarney,IE,2022-10-05 00:00:19,52.05,-9.5167,56.84,96,100,6.91
371,Rajampet,IN,2022-10-04 23:57:29,14.1833,79.1667,78.73,76,100,2.37
372,Manokwari,ID,2022-10-05 00:01:56,-0.8667,134.0833,82.78,68,100,4.59
373,Hammerfest,NO,2022-10-05 00:01:56,70.6634,23.6821,43.25,81,20,12.66
374,Katsuura,JP,2022-10-04 23:59:18,35.1333,140.3,77.02,76,95,8.52
375,Cockburn Town,TC,2022-10-05 00:01:58,21.4612,-71.1419,83.55,73,68,5.1
376,Caceres,ES,2022-10-05 00:01:58,39.522,-6.3748,70.11,31,0,2.68
377,Verkhnevilyuysk,RU,2022-10-05 00:01:59,63.4453,120.3167,25.56,75,95,7.49
378,Deputatskiy,RU,2022-10-05 00:01:59,69.3,139.9,5.34,95,58,2.93
379,Srednekolymsk,RU,2022-10-05 00:02:00,67.45,153.6833,23.76,66,9,13.06
380,Fukue,JP,2022-10-05 00:02:00,32.6881,128.8419,73.08,76,90,19.53
381,Krasnoselkup,RU,2022-10-05 00:02:01,65.7,82.4667,36.59,94,100,12.88
382,Jimenez,MX,2022-10-05 00:02:01,28.3333,-105.4,80.11,29,1,5.7
383,Horodnytsya,UA,2022-10-05 00:02:02,50.807,27.3168,45.88,93,34,11.07
384,Devarkonda,IN,2022-10-05 00:02:03,16.7,78.9333,75.67,81,100,4.88
385,Cacequi,BR,2022-10-05 00:02:04,-29.8836,-54.825,55.58,67,0,9.55
386,Shellbrook,CA,2022-10-05 00:02:04,53.2168,-106.4011,66.6,43,39,8.34
387,Bathsheba,BB,2022-10-05 00:02:05,13.2167,-59.5167,79.41,89,75,25.32
388,Karpogory,RU,2022-10-05 00:02:06,64.0019,44.4451,44.13,98,95,5.59
389,Lakselv,NO,2022-10-05 00:02:07,70.0513,24.9718,40.82,81,100,14.97
390,Rock Sound,BS,2022-10-05 00:02:08,24.9,-76.2,81.52,64,84,5.01
391,Kidal,ML,2022-10-05 00:02:09,18.4411,1.4078,92.93,18,85,7.67
392,Komsomolskiy,UZ,2022-10-05 00:02:09,40.4272,71.7189,57.92,41,31,4.61
393,Kirakira,SB,2022-10-05 00:02:10,-10.4544,161.9205,84.6,69,25,11.25
394,Suraabad,AZ,2022-10-05 00:02:10,40.8192,49.4687,69.8,68,0,4.25
395,Saint-Augustin,CA,2022-10-05 00:02:11,51.226,-58.6502,53.92,73,100,12.26
396,Itarema,BR,2022-10-05 00:02:12,-2.9248,-39.9167,77.9,80,91,16.2
397,Aklavik,CA,2022-10-05 00:02:12,68.2191,-135.0107,32.38,92,9,10.56
398,Parakan,ID,2022-10-05 00:02:13,-6.4191,106.0081,76.26,90,95,3.69
399,Ambilobe,MG,2022-10-05 00:02:13,-13.2,49.05,64.85,84,18,3.67
400,Charters Towers,AU,2022-10-05 00:02:14,-20.1,146.2667,77.76,53,99,16.26
401,Dhidhdhoo,MV,2022-10-05 00:02:15,6.8833,73.1,81.59,77,100,17.31
402,Takoradi,GH,2022-10-05 00:02:15,4.8845,-1.7554,75.18,94,95,5.64
403,Sioux Lookout,CA,2022-10-05 00:01:45,50.1001,-91.917,58.71,71,96,5.26
404,Yuksekova,TR,2022-10-05 00:02:17,37.5736,44.2872,49.26,58,0,2.13
405,Maua,BR,2022-10-05 00:02:18,-23.6678,-46.4614,61.45,94,99,4.59
406,Alice Springs,AU,2022-10-05 00:02:18,-23.7,133.8833,75.24,46,13,5.59
407,Vila Velha,BR,2022-10-05 00:00:34,-20.3297,-40.2925,72.95,90,95,1.99
408,Norman Wells,CA,2022-10-05 00:02:19,65.282,-126.8329,39.6,79,76,11.74
409,Ponta Do Sol,PT,2022-10-05 00:02:20,32.6667,-17.1,71.71,80,67,0.72
410,Socorro,US,2022-10-05 00:02:21,31.6546,-106.3033,81.61,35,40,6.91
411,Moundou,TD,2022-10-05 00:02:21,8.5667,16.0833,70.05,90,84,2.82
412,Pochutla,MX,2022-10-05 00:02:22,15.7432,-96.4661,82.81,86,48,4.0
413,Cangucu,BR,2022-10-05 00:02:23,-31.395,-52.6756,47.93,96,2,4.63
414,Kaeo,NZ,2022-10-05 00:02:23,-35.1,173.7833,66.33,69,77,11.45
415,Sarab,IR,2022-10-05 00:02:24,38.6066,44.9883,64.6,29,0,3.11
416,Kruisfontein,ZA,2022-10-05 00:02:25,-34.0033,24.7314,51.89,89,53,2.08
417,Mazyr,BY,2022-10-05 00:02:25,52.0495,29.2456,44.19,93,51,13.35
418,Brewster,US,2022-10-05 00:03:26,41.3973,-73.6171,55.27,94,100,8.05
419,Port Augusta,AU,2022-10-05 00:03:26,-32.5,137.7667,71.22,57,50,9.37
420,Cidreira,BR,2022-10-05 00:03:27,-30.1811,-50.2056,59.34,86,0,5.55
421,Acapulco,MX,2022-10-05 00:03:28,16.8634,-99.8901,84.02,70,40,5.75
422,Svetlogorsk,BY,2022-10-05 00:03:29,52.6333,29.7333,44.85,88,100,12.97
423,Shetpe,KZ,2022-10-05 00:03:29,44.1667,52.1167,58.55,17,24,14.85
424,Sao Filipe,CV,2022-10-05 00:03:30,14.8961,-24.4956,78.28,78,94,1.68
425,Samarkand,UZ,2022-10-05 00:03:31,39.6542,66.9597,53.02,43,0,9.22
426,Inirida,CO,2022-10-05 00:03:32,3.8653,-67.9239,79.21,80,94,0.85
427,Maarianhamina,AX,2022-10-05 00:03:32,60.0973,19.9348,53.46,87,75,6.91
428,Ceska Lipa,CZ,2022-10-05 00:03:33,50.6855,14.5376,52.02,93,68,5.17
429,Sakaiminato,JP,2022-10-05 00:03:35,35.55,133.2333,64.94,80,100,23.31
430,Roald,NO,2022-10-05 00:03:36,62.5833,6.1333,51.33,71,20,18.41
431,Itacare,BR,2022-10-05 00:03:37,-14.2775,-38.9967,74.25,79,40,8.46
432,Klaksvik,FO,2022-10-05 00:03:38,62.2266,-6.589,49.12,80,2,37.89
433,Mporokoso,ZM,2022-10-05 00:03:39,-9.3727,30.125,64.31,27,70,4.38
434,Homer,US,2022-10-05 00:03:40,59.6425,-151.5483,53.8,66,100,17.0
435,Marawi,PH,2022-10-05 00:03:41,7.9986,124.2928,74.46,83,59,3.29
436,Umea,SE,2022-10-05 00:03:42,63.8284,20.2597,47.91,93,0,9.22
437,Mangrol,IN,2022-10-05 00:03:43,21.1167,70.1167,79.11,79,51,9.95
438,Jiuquan,CN,2022-10-05 00:03:44,39.7432,98.5174,45.59,37,100,1.07
439,Camacari,BR,2022-10-05 00:00:58,-12.6975,-38.3242,73.35,80,16,8.99
440,San Isidro,PE,2022-10-05 00:00:18,-12.1167,-77.05,63.01,80,59,11.32
441,Nchelenge,ZM,2022-10-05 00:03:47,-9.3451,28.734,72.9,39,68,1.97
442,Okha,RU,2022-10-05 00:03:48,53.5739,142.9478,36.7,69,99,17.69
443,Plainview,US,2022-10-04 23:59:05,40.7765,-73.4673,57.78,90,100,16.11
444,Goderich,CA,2022-10-05 00:00:20,43.7501,-81.7165,57.9,62,9,5.55
445,Marica,BR,2022-10-05 00:03:49,-22.9194,-42.8186,67.98,92,100,6.96
446,Saurimo,AO,2022-10-05 00:03:50,-9.6608,20.3916,68.47,60,26,3.38
447,Matara,LK,2022-10-05 00:03:51,5.9485,80.5353,77.67,86,100,12.01
448,Asosa,ET,2022-10-05 00:03:53,10.0667,34.5333,58.57,93,73,4.07
449,Cabangahan,PH,2022-10-05 00:03:55,9.0781,122.9469,83.25,77,91,8.77
450,Domoni,KM,2022-10-05 00:03:56,-12.2569,44.5319,73.65,86,41,3.02
451,Oktyabrskiy,RU,2022-10-05 00:03:59,54.4815,53.471,49.19,31,100,10.45
452,Sinyavskoye,RU,2022-10-05 00:04:01,47.277,39.2789,52.34,67,26,6.73
453,Ahipara,NZ,2022-10-05 00:04:03,-35.1667,173.1667,59.76,62,85,13.13
454,Raudeberg,NO,2022-10-05 00:04:04,61.9875,5.1352,50.67,1,55,20.83
455,Kokopo,PG,2022-10-05 00:04:04,-4.352,152.2633,84.52,67,75,3.85
456,Prince Rupert,CA,2022-10-05 00:01:13,54.3161,-130.3201,59.18,80,100,2.68
457,Mulatupo,PA,2022-10-05 00:04:06,8.9492,-77.7652,80.53,85,37,3.98
458,Ceuta,ES,2022-10-05 00:04:08,35.8903,-5.3075,62.64,83,0,5.26
459,Brae,GB,2022-10-05 00:04:10,60.3964,-1.353,50.94,76,7,18.7
460,Broken Hill,AU,2022-10-05 00:04:11,-31.95,141.4333,73.54,53,23,17.78
461,Kungurtug,RU,2022-10-05 00:04:12,50.5994,97.5228,21.25,56,41,0.92
462,San Patricio,US,2022-10-05 00:04:13,28.017,-97.5169,82.35,48,83,10.65
463,Debre Tabor,ET,2022-10-05 00:04:15,11.85,38.0167,48.87,69,20,4.38
464,Jimeta,NG,2022-10-05 00:05:16,9.2833,12.4667,75.18,84,99,2.51
465,Inuvik,CA,2022-10-05 00:05:16,68.3499,-133.7218,34.84,93,69,10.18
466,Bam,IR,2022-10-05 00:02:41,29.106,58.357,77.99,15,1,10.0
467,Oudtshoorn,ZA,2022-10-05 00:05:17,-33.5907,22.2014,50.77,86,26,1.43
468,Parnaiba,BR,2022-10-05 00:03:45,-2.9047,-41.7767,78.78,80,57,12.57
469,Shevchenkove,UA,2022-10-05 00:05:18,49.6959,37.1735,46.13,78,80,11.14
470,Nong Kung Si,TH,2022-10-05 00:05:19,16.65,103.3,79.83,99,47,3.2
471,Road Town,VG,2022-10-05 00:05:20,18.4167,-64.6167,82.49,78,27,18.37
472,Batemans Bay,AU,2022-10-05 00:05:21,-35.7167,150.1833,58.1,83,100,11.18
473,Hanna,CA,2022-10-05 00:05:21,51.6334,-111.9018,70.86,36,35,5.99
474,Iralaya,HN,2022-10-05 00:05:22,15.0,-83.2333,76.78,91,100,11.86
475,Caravelas,BR,2022-10-05 00:05:22,-17.7125,-39.2481,75.51,77,58,13.2
476,Labuan,MY,2022-10-05 00:05:23,5.2767,115.2417,80.08,85,98,6.49
477,Dzhebariki-Khaya,RU,2022-10-05 00:05:24,62.2167,135.8,19.13,71,97,3.8
478,Sumbe,AO,2022-10-05 00:05:26,-11.2061,13.8437,72.45,87,71,7.67
479,Biu,NG,2022-10-05 00:05:26,10.6129,12.1946,69.48,87,98,3.22
480,Panjab,AF,2022-10-05 00:05:27,34.388,67.0233,39.58,32,0,4.76
481,Kalengwa,ZM,2022-10-05 00:05:27,-13.4659,25.0027,61.47,35,0,2.84
482,Pirganj,BD,2022-10-05 00:05:28,25.8523,88.3618,73.69,97,100,5.66
483,Arrifes,PT,2022-10-05 00:05:29,37.7667,-25.7,71.24,94,75,5.75
484,Biltine,TD,2022-10-05 00:05:29,14.5333,20.9167,84.31,41,23,1.12
485,Jacareacanga,BR,2022-10-05 00:05:30,-6.2222,-57.7528,76.78,77,64,1.66
486,Wyndham,US,2022-10-05 00:05:30,37.6985,-77.6125,54.1,82,100,6.91
487,Hambantota,LK,2022-10-05 00:05:31,6.1241,81.1185,79.21,79,100,15.9
488,Qui Nhon,VN,2022-10-05 00:05:32,13.7667,109.2333,77.61,88,99,5.37
489,Labytnangi,RU,2022-10-05 00:05:32,66.6572,66.4183,33.15,83,10,3.22
490,Tobane,BW,2022-10-05 00:05:33,-21.95,27.9,71.98,66,0,20.65
491,Vryburg,ZA,2022-10-05 00:05:33,-26.9566,24.7284,66.2,16,0,6.93
492,El Sauzal,MX,2022-10-05 00:05:34,31.9,-116.6833,69.42,83,41,4.79
493,Santa Marta,CO,2022-10-05 00:05:36,11.2408,-74.199,81.72,85,29,10.92
494,Beira,MZ,2022-10-05 00:05:37,-19.8436,34.8389,73.06,93,4,3.91
495,Werda,BW,2022-10-05 00:05:38,-25.2667,23.2833,71.51,15,0,6.46
496,Nara,JP,2022-10-05 00:01:29,34.6851,135.8049,68.97,86,100,6.11
497,Pevek,RU,2022-10-05 00:05:39,69.7008,170.3133,27.16,79,77,7.87
498,Bilma,NE,2022-10-05 00:05:39,18.6853,12.9164,86.11,18,1,1.14
499,Faanui,PF,2022-10-05 00:05:40,-16.4833,-151.75,77.52,76,27,25.97
500,Kpandae,GH,2022-10-05 00:05:40,8.4689,-0.0113,74.03,93,93,4.65
501,Coquimbo,CL,2022-10-05 00:00:59,-29.9533,-71.3436,54.5,81,45,3.06
502,Marsh Harbour,BS,2022-10-05 00:05:33,26.5412,-77.0636,79.57,71,18,9.62
503,Champerico,GT,2022-10-05 00:05:42,14.3,-91.9167,81.23,77,90,6.73
504,Uyuni,BO,2022-10-05 00:05:42,-20.4597,-66.825,43.5,18,0,12.12
505,Point Fortin,TT,2022-10-05 00:05:43,10.1833,-61.6833,79.9,79,98,10.29
506,Quata,BR,2022-10-05 00:05:43,-22.2475,-50.6983,71.38,71,5,5.95
507,Terrak,NO,2022-10-05 00:05:44,65.087,12.3715,51.67,96,100,6.31
508,Buraydah,SA,2022-10-05 00:04:30,26.326,43.975,77.34,20,0,9.04
509,Bojnice,SK,2022-10-05 00:05:46,48.7851,18.5864,44.29,86,26,2.71
510,Alexandria,EG,2022-10-05 00:04:00,31.2156,29.9553,76.55,67,2,9.37
511,Tateyama,JP,2022-10-05 00:05:47,34.9833,139.8667,76.93,73,75,11.5
512,Kapit,MY,2022-10-05 00:06:50,2.0167,112.9333,73.56,100,100,1.16
513,North Bend,US,2022-10-05 00:06:51,43.4065,-124.2243,60.17,91,100,0.0
514,Awbari,LY,2022-10-05 00:06:52,26.5921,12.7805,72.25,37,0,7.85
515,Toora-Khem,RU,2022-10-05 00:06:52,52.4675,96.11,12.49,91,23,1.48
516,Perbaungan,ID,2022-10-05 00:06:53,3.5679,98.956,75.31,94,99,0.89
517,Udachnyy,RU,2022-10-05 00:06:54,66.4167,112.4,28.45,86,100,11.79
518,Ekibastuz,KZ,2022-10-05 00:06:55,51.6667,75.3667,40.03,41,54,8.61
519,Brande,DK,2022-10-05 00:06:55,55.9381,9.1218,57.45,91,100,15.93
520,Maloy,NO,2022-10-05 00:06:56,61.9353,5.1136,51.53,1,58,19.69
521,Salantai,LT,2022-10-05 00:06:58,56.0667,21.5667,54.9,94,55,7.2
522,Salinopolis,BR,2022-10-05 00:06:59,-0.6136,-47.3561,79.7,76,37,11.59
523,Pishva,IR,2022-10-05 00:07:00,35.308,51.7267,73.56,20,0,2.82
524,Kpandu,GH,2022-10-05 00:07:00,6.9954,0.2931,73.81,92,78,5.44
525,Wanning,CN,2022-10-05 00:07:01,18.8003,110.3967,80.76,86,58,6.67
526,Wenling,CN,2022-10-05 00:07:02,28.3669,121.36,69.35,73,93,16.31
527,Lazurne,UA,2022-10-05 00:07:03,46.084,32.5295,57.65,63,16,12.39
528,Da Nang,VN,2022-10-05 00:07:03,16.0678,108.2208,76.98,88,20,1.14
529,Paranaiba,BR,2022-10-05 00:03:43,-19.6772,-51.1908,71.29,86,65,3.49
530,Sinnamary,GF,2022-10-05 00:07:04,5.3833,-52.95,79.9,81,51,11.92
531,Warri,NG,2022-10-05 00:07:05,5.5167,5.75,75.13,95,98,3.8
532,Najran,SA,2022-10-05 00:07:06,17.4924,44.1277,69.08,20,3,1.92
533,Vung Tau,VN,2022-10-05 00:07:07,10.346,107.0843,81.28,83,100,16.42
534,Aranos,NA,2022-10-05 00:07:09,-24.1333,19.1167,68.77,16,20,6.08
535,Vila Franca Do Campo,PT,2022-10-05 00:07:09,37.7167,-25.4333,72.19,93,33,4.32
536,Bairiki,KI,2022-10-05 00:07:10,1.3292,172.9752,81.68,72,81,18.81
537,Dekar,BW,2022-10-05 00:07:11,-21.5333,21.9333,75.27,15,0,7.47
538,Lagoa Formosa,BR,2022-10-05 00:07:12,-18.7786,-46.4075,66.02,88,73,3.22
539,Znamenskoye,RU,2022-10-05 00:07:12,57.1281,73.8282,43.54,97,98,4.29
540,Saldanha,ZA,2022-10-05 00:07:13,-33.0117,17.9442,55.78,69,1,11.56
541,Oussouye,SN,2022-10-05 00:07:14,12.485,-16.5469,79.2,86,84,5.06
